Name,Roll,Branch,StartYear,PreviousCourses,CurrentCourses
Muhammad P_1095,NZR11,CE,2021,CN:5|DSA:7|TOC:7,AI|OS|CN
Navya P_1096,GLC69,ME,2020,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aadhya S_1097,HHS63,CSE,2022,CN:8,DBMS|OS
Angel P_1098,874,EE,2021,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Shaurya P_1099,996,ECE,2019,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Myra A_1100,249,CE,2018,SE:5|ML:6|COA:10,DBMS|AI|ML
Aditya K_1101,841,CE,2019,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Kabir P_1102,UOE14,CSE,2025,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Muhammad P_1103,WBP33,ME,2024,TOC:5,AI
Aadhya S_1104,HHS63,CSE,2020,CN:8,DBMS|OS
Aarav K_1105,DPA73,EE,2025,AI:5|DAA:8,AI|CN|OS
Atharv P_1106,DWV26,IT,2021,TOC:9,ML
Aditya K_1107,841,CE,2018,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Ira P_1108,650,ME,2022,CN:6|TOC:6,OS
Rian A_1109,MRC72,CE,2020,DSA:7,DSA|ML|DBMS
Ananya A_1110,GCJ17,EE,2020,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Aditya K_1111,841,CE,2018,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Navya A_1112,646,EE,2025,TOC:7,ML|OS
Krishna R_1113,560,CE,2021,OS:5,ML|DSA
Sara R_1114,998,IT,2022,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Rian T_1115,ALE69,EE,2027,SE:6|COA:7|DAA:7|ML:6,OS|CN
Aditya K_1116,841,CE,2018,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Ananya A_1117,GCJ17,EE,2023,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Reyansh K_1118,FMA79,CSE,2021,COA:7|OS:8,OS
Rian T_1119,ALE69,EE,2021,SE:6|COA:7|DAA:7|ML:6,OS|CN
Atharv M_1120,JQR11,DS,2020,DAA:7|CN:7|DBMS:8,COA|AI|OS
Muhammad P_1121,WBP33,ME,2026,TOC:5,AI
Reyansh M_1122,900,IT,2023,DAA:5|CN:6|OOPS:6|OS:9,OS
Shaurya A_1123,667,ME,2021,OOPS:8,OS|CN|ML
Aarav T_1124,TXU38,EE,2024,DAA:5|DSA:10,DSA
Arya M_1125,XIY73,DS,2024,OS:5|AI:6|CN:5,AI|DBMS|COA
Rian T_1126,ALE69,EE,2026,SE:6|COA:7|DAA:7|ML:6,OS|CN
Aditya P_1127,412,ME,2024,SE:9,DBMS|DSA
Muhammad P_1128,NZR11,CE,2022,CN:5|DSA:7|TOC:7,AI|OS|CN
Saanvi A_1129,346,CE,2020,CN:7|SE:5|ML:10,DSA|AI|ML
Aditya P_1130,412,ME,2019,SE:9,DBMS|DSA
Navya T_1131,584,IT,2025,ML:10|COA:5|DSA:5,DBMS|CN
Myra A_1132,249,CE,2022,SE:5|ML:6|COA:10,DBMS|AI|ML
Vihaan K_1133,AZS78,ME,2020,CN:6|COA:10,DBMS|OS
Rian T_1134,ALE69,EE,2023,SE:6|COA:7|DAA:7|ML:6,OS|CN
Saanvi A_1135,346,CE,2019,CN:7|SE:5|ML:10,DSA|AI|ML
Saanvi S_1136,127,CE,2017,SE:8|DBMS:6,CN
Shaurya P_1137,996,ECE,2024,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Vivaan R_1138,LUU29,CSE,2017,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Myra A_1139,249,CE,2022,SE:5|ML:6|COA:10,DBMS|AI|ML
Sai S_1140,FVB35,ECE,2016,DSA:10|ML:8,CN
Navya P_1141,GLC69,ME,2024,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Myra A_1142,249,CE,2021,SE:5|ML:6|COA:10,DBMS|AI|ML
Saanvi S_1143,127,CE,2019,SE:8|DBMS:6,CN
Vivaan R_1144,LUU29,CSE,2017,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Pari R_1145,267,DS,2024,COA:9|CN:7,DBMS|DSA
Aarohi T_1146,ICG22,CSE,2021,OOPS:7|AI:7,DSA|OS
Reyansh K_1147,FMA79,CSE,2020,COA:7|OS:8,OS
Krishna K_1148,231,DS,2021,TOC:8|OOPS:7,AI|OS
Navya T_1149,584,IT,2023,ML:10|COA:5|DSA:5,DBMS|CN
Saanvi P_1150,247,CE,2019,DAA:8,DSA|CN|COA
Krishna R_1151,560,CE,2024,OS:5,ML|DSA
Navya P_1152,GLC69,ME,2021,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Navya S_1153,870,DS,2016,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Sara R_1154,998,IT,2027,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Aadhya S_1155,HHS63,CSE,2023,CN:8,DBMS|OS
Vivaan R_1156,LUU29,CSE,2019,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Sai S_1157,FVB35,ECE,2019,DSA:10|ML:8,CN
Rian T_1158,ALE69,EE,2021,SE:6|COA:7|DAA:7|ML:6,OS|CN
Ira P_1159,650,ME,2019,CN:6|TOC:6,OS
Saanvi A_1160,346,CE,2020,CN:7|SE:5|ML:10,DSA|AI|ML
Krishna K_1161,231,DS,2025,TOC:8|OOPS:7,AI|OS
Arya M_1162,XIY73,DS,2021,OS:5|AI:6|CN:5,AI|DBMS|COA
Ananya A_1163,GCJ17,EE,2021,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Reyansh K_1164,FMA79,CSE,2024,COA:7|OS:8,OS
Navya M_1165,917,EE,2024,DBMS:7|AI:7,ML
Navya A_1166,646,EE,2020,TOC:7,ML|OS
Kabir P_1167,UOE14,CSE,2026,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Myra A_1168,249,CE,2018,SE:5|ML:6|COA:10,DBMS|AI|ML
Aditya K_1169,841,CE,2021,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Ananya M_1170,862,AIML,2023,OS:6|DBMS:7|CN:7,CN
Aarohi P_1171,626,EE,2024,OOPS:6,OS
Ananya M_1172,862,AIML,2025,OS:6|DBMS:7|CN:7,CN
Reyansh M_1173,900,IT,2019,DAA:5|CN:6|OOPS:6|OS:9,OS
Shaurya P_1174,996,ECE,2025,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Navya S_1175,870,DS,2022,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Aditya P_1176,412,ME,2025,SE:9,DBMS|DSA
Navya M_1177,917,EE,2019,DBMS:7|AI:7,ML
Ira P_1178,650,ME,2020,CN:6|TOC:6,OS
Aarohi T_1179,ICG22,CSE,2020,OOPS:7|AI:7,DSA|OS
Saanvi A_1180,346,CE,2016,CN:7|SE:5|ML:10,DSA|AI|ML
Aarohi T_1181,ICG22,CSE,2020,OOPS:7|AI:7,DSA|OS
Krishna K_1182,231,DS,2021,TOC:8|OOPS:7,AI|OS
Aadhya S_1183,HHS63,CSE,2024,CN:8,DBMS|OS
Riya T_1184,692,ECE,2027,DBMS:6|OOPS:5,DSA|AI
Aarav T_1185,TXU38,EE,2021,DAA:5|DSA:10,DSA
Myra K_1186,TNZ13,DS,2019,COA:7|OS:8,AI
Krishna K_1187,231,DS,2020,TOC:8|OOPS:7,AI|OS
Navya A_1188,646,EE,2025,TOC:7,ML|OS
Ananya M_1189,862,AIML,2023,OS:6|DBMS:7|CN:7,CN
Rian R_1190,183,CE,2018,COA:8,CN
Shaurya A_1191,667,ME,2018,OOPS:8,OS|CN|ML
Myra K_1192,TNZ13,DS,2017,COA:7|OS:8,AI
Aditya P_1193,412,ME,2022,SE:9,DBMS|DSA
Arya M_1194,XIY73,DS,2021,OS:5|AI:6|CN:5,AI|DBMS|COA
Navya S_1195,870,DS,2020,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Atharv P_1196,DWV26,IT,2023,TOC:9,ML
Krishna R_1197,560,CE,2022,OS:5,ML|DSA
Myra R_1198,LBY37,CE,2019,SE:6|DBMS:5|ML:8|CN:6,COA
Aarav K_1199,KDB69,DS,2020,DSA:8|TOC:8|DBMS:8,DBMS|CN
Rian T_1200,ALE69,EE,2023,SE:6|COA:7|DAA:7|ML:6,OS|CN
Navya M_1201,917,EE,2022,DBMS:7|AI:7,ML
Atharv M_1202,JQR11,DS,2022,DAA:7|CN:7|DBMS:8,COA|AI|OS
Angel P_1203,874,EE,2021,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Aarohi T_1204,ICG22,CSE,2021,OOPS:7|AI:7,DSA|OS
Navya T_1205,584,IT,2025,ML:10|COA:5|DSA:5,DBMS|CN
Ananya M_1206,862,AIML,2024,OS:6|DBMS:7|CN:7,CN
Aditya K_1207,841,CE,2019,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Muhammad P_1208,WBP33,ME,2022,TOC:5,AI
Rian R_1209,574,ME,2019,DBMS:10|DSA:10|SE:9,DBMS|OS
Sara R_1210,998,IT,2021,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Saanvi P_1211,247,CE,2019,DAA:8,DSA|CN|COA
Saanvi S_1212,127,CE,2019,SE:8|DBMS:6,CN
Aditya P_1213,412,ME,2022,SE:9,DBMS|DSA
Sai S_1214,FVB35,ECE,2021,DSA:10|ML:8,CN
Navya M_1215,917,EE,2024,DBMS:7|AI:7,ML
Ira P_1216,650,ME,2020,CN:6|TOC:6,OS
Sara R_1217,998,IT,2026,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Shaurya A_1218,667,ME,2021,OOPS:8,OS|CN|ML
Shaurya P_1219,996,ECE,2019,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Navya S_1220,870,DS,2016,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Aarav K_1221,KDB69,DS,2026,DSA:8|TOC:8|DBMS:8,DBMS|CN
Rian R_1222,574,ME,2024,DBMS:10|DSA:10|SE:9,DBMS|OS
Ananya M_1223,862,AIML,2020,OS:6|DBMS:7|CN:7,CN
Ananya A_1224,GCJ17,EE,2022,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Aditya P_1225,412,ME,2020,SE:9,DBMS|DSA
Saanvi A_1226,346,CE,2016,CN:7|SE:5|ML:10,DSA|AI|ML
Navya T_1227,584,IT,2027,ML:10|COA:5|DSA:5,DBMS|CN
Reyansh M_1228,900,IT,2024,DAA:5|CN:6|OOPS:6|OS:9,OS
Shaurya A_1229,667,ME,2017,OOPS:8,OS|CN|ML
Atharv M_1230,JQR11,DS,2022,DAA:7|CN:7|DBMS:8,COA|AI|OS
Riya T_1231,692,ECE,2024,DBMS:6|OOPS:5,DSA|AI
Riya T_1232,692,ECE,2021,DBMS:6|OOPS:5,DSA|AI
Ananya T_1233,374,CSE,2019,CN:7,ML
Navya A_1234,646,EE,2019,TOC:7,ML|OS
Aarohi P_1235,626,EE,2022,OOPS:6,OS
Navya T_1236,584,IT,2022,ML:10|COA:5|DSA:5,DBMS|CN
Myra K_1237,TNZ13,DS,2020,COA:7|OS:8,AI
Reyansh S_1238,AJQ25,ECE,2025,AI:6,COA|ML|DSA
Krishna K_1239,231,DS,2022,TOC:8|OOPS:7,AI|OS
Rian A_1240,MRC72,CE,2023,DSA:7,DSA|ML|DBMS
Atharv M_1241,JQR11,DS,2022,DAA:7|CN:7|DBMS:8,COA|AI|OS
Saanvi S_1242,127,CE,2023,SE:8|DBMS:6,CN
Navya P_1243,GLC69,ME,2022,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aarohi P_1244,626,EE,2025,OOPS:6,OS
Muhammad P_1245,WBP33,ME,2024,TOC:5,AI
Atharv P_1246,DWV26,IT,2025,TOC:9,ML
Ananya M_1247,862,AIML,2020,OS:6|DBMS:7|CN:7,CN
Navya A_1248,646,EE,2020,TOC:7,ML|OS
Myra K_1249,TNZ13,DS,2021,COA:7|OS:8,AI
Navya M_1250,917,EE,2020,DBMS:7|AI:7,ML
Krishna K_1251,231,DS,2025,TOC:8|OOPS:7,AI|OS
Aarohi T_1252,ICG22,CSE,2021,OOPS:7|AI:7,DSA|OS
Angel P_1253,874,EE,2025,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Muhammad P_1254,NZR11,CE,2026,CN:5|DSA:7|TOC:7,AI|OS|CN
Reyansh K_1255,FMA79,CSE,2020,COA:7|OS:8,OS
Sara R_1256,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Rian R_1257,183,CE,2020,COA:8,CN
Myra A_1258,249,CE,2017,SE:5|ML:6|COA:10,DBMS|AI|ML
Navya A_1259,646,EE,2019,TOC:7,ML|OS
Angel P_1260,874,EE,2022,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Navya T_1261,584,IT,2023,ML:10|COA:5|DSA:5,DBMS|CN
Muhammad P_1262,WBP33,ME,2022,TOC:5,AI
Krishna K_1263,231,DS,2025,TOC:8|OOPS:7,AI|OS
Shaurya P_1264,996,ECE,2023,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Ananya T_1265,374,CSE,2020,CN:7,ML
Navya T_1266,584,IT,2021,ML:10|COA:5|DSA:5,DBMS|CN
Aarohi P_1267,626,EE,2026,OOPS:6,OS
Aarav K_1268,DPA73,EE,2023,AI:5|DAA:8,AI|CN|OS
Shaurya A_1269,667,ME,2017,OOPS:8,OS|CN|ML
Rian A_1270,MRC72,CE,2021,DSA:7,DSA|ML|DBMS
Vihaan K_1271,AZS78,ME,2026,CN:6|COA:10,DBMS|OS
Atharv M_1272,JQR11,DS,2022,DAA:7|CN:7|DBMS:8,COA|AI|OS
Krishna K_1273,231,DS,2022,TOC:8|OOPS:7,AI|OS
Aarohi P_1274,626,EE,2020,OOPS:6,OS
Pari R_1275,267,DS,2027,COA:9|CN:7,DBMS|DSA
Saanvi A_1276,346,CE,2016,CN:7|SE:5|ML:10,DSA|AI|ML
Myra R_1277,LBY37,CE,2022,SE:6|DBMS:5|ML:8|CN:6,COA
Aarohi T_1278,ICG22,CSE,2018,OOPS:7|AI:7,DSA|OS
Pari R_1279,267,DS,2024,COA:9|CN:7,DBMS|DSA
Atharv P_1280,DWV26,IT,2021,TOC:9,ML
Sai S_1281,FVB35,ECE,2017,DSA:10|ML:8,CN
Rian T_1282,ALE69,EE,2025,SE:6|COA:7|DAA:7|ML:6,OS|CN
Krishna K_1283,231,DS,2024,TOC:8|OOPS:7,AI|OS
Ananya M_1284,862,AIML,2021,OS:6|DBMS:7|CN:7,CN
Vihaan K_1285,AZS78,ME,2022,CN:6|COA:10,DBMS|OS
Reyansh K_1286,FMA79,CSE,2020,COA:7|OS:8,OS
Rian A_1287,MRC72,CE,2020,DSA:7,DSA|ML|DBMS
Aarav T_1288,TXU38,EE,2026,DAA:5|DSA:10,DSA
Aarohi T_1289,ICG22,CSE,2022,OOPS:7|AI:7,DSA|OS
Krishna K_1290,231,DS,2022,TOC:8|OOPS:7,AI|OS
Saanvi P_1291,247,CE,2022,DAA:8,DSA|CN|COA
Atharv P_1292,DWV26,IT,2020,TOC:9,ML
Kabir P_1293,UOE14,CSE,2024,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Aarav K_1294,KDB69,DS,2025,DSA:8|TOC:8|DBMS:8,DBMS|CN
Reyansh K_1295,FMA79,CSE,2024,COA:7|OS:8,OS
Saanvi A_1296,346,CE,2018,CN:7|SE:5|ML:10,DSA|AI|ML
Ananya T_1297,374,CSE,2019,CN:7,ML
Ananya T_1298,374,CSE,2016,CN:7,ML
Atharv M_1299,JQR11,DS,2016,DAA:7|CN:7|DBMS:8,COA|AI|OS
Rian T_1300,ALE69,EE,2024,SE:6|COA:7|DAA:7|ML:6,OS|CN
Sara R_1301,998,IT,2023,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Muhammad P_1302,NZR11,CE,2026,CN:5|DSA:7|TOC:7,AI|OS|CN
Saanvi P_1303,247,CE,2021,DAA:8,DSA|CN|COA
Shaurya P_1304,996,ECE,2023,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Atharv P_1305,DWV26,IT,2026,TOC:9,ML
Sara R_1306,998,IT,2024,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Sai S_1307,FVB35,ECE,2017,DSA:10|ML:8,CN
Aarohi P_1308,626,EE,2022,OOPS:6,OS
Reyansh M_1309,900,IT,2020,DAA:5|CN:6|OOPS:6|OS:9,OS
Krishna R_1310,560,CE,2026,OS:5,ML|DSA
Aarav T_1311,TXU38,EE,2023,DAA:5|DSA:10,DSA
Aarav K_1312,DPA73,EE,2023,AI:5|DAA:8,AI|CN|OS
Reyansh M_1313,900,IT,2023,DAA:5|CN:6|OOPS:6|OS:9,OS
Rian T_1314,ALE69,EE,2027,SE:6|COA:7|DAA:7|ML:6,OS|CN
Aarav T_1315,TXU38,EE,2026,DAA:5|DSA:10,DSA
Shaurya A_1316,667,ME,2019,OOPS:8,OS|CN|ML
Aditya K_1317,841,CE,2020,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Ira P_1318,650,ME,2016,CN:6|TOC:6,OS
Navya S_1319,870,DS,2022,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Navya T_1320,584,IT,2026,ML:10|COA:5|DSA:5,DBMS|CN
Sai S_1321,FVB35,ECE,2016,DSA:10|ML:8,CN
Aarohi T_1322,ICG22,CSE,2019,OOPS:7|AI:7,DSA|OS
Atharv M_1323,JQR11,DS,2017,DAA:7|CN:7|DBMS:8,COA|AI|OS
Navya T_1324,584,IT,2024,ML:10|COA:5|DSA:5,DBMS|CN
Myra R_1325,LBY37,CE,2024,SE:6|DBMS:5|ML:8|CN:6,COA
Rian T_1326,ALE69,EE,2023,SE:6|COA:7|DAA:7|ML:6,OS|CN
Vihaan K_1327,AZS78,ME,2020,CN:6|COA:10,DBMS|OS
Muhammad P_1328,WBP33,ME,2022,TOC:5,AI
Aarav T_1329,TXU38,EE,2022,DAA:5|DSA:10,DSA
Krishna R_1330,560,CE,2027,OS:5,ML|DSA
Vivaan R_1331,LUU29,CSE,2021,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Reyansh M_1332,900,IT,2019,DAA:5|CN:6|OOPS:6|OS:9,OS
Angel P_1333,874,EE,2023,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Sai R_1334,VRP70,CE,2021,DAA:5|OS:9,DBMS|OS|AI
Sai S_1335,FVB35,ECE,2021,DSA:10|ML:8,CN
Rian T_1336,ALE69,EE,2022,SE:6|COA:7|DAA:7|ML:6,OS|CN
Saanvi P_1337,247,CE,2024,DAA:8,DSA|CN|COA
Shaurya A_1338,667,ME,2021,OOPS:8,OS|CN|ML
Shaurya P_1339,996,ECE,2021,OS:8|DAA:8|SE:5|AI:6,DBMS|COA
Pari R_1340,267,DS,2023,COA:9|CN:7,DBMS|DSA
Sai S_1341,FVB35,ECE,2016,DSA:10|ML:8,CN
Atharv M_1342,JQR11,DS,2019,DAA:7|CN:7|DBMS:8,COA|AI|OS
Saanvi P_1343,247,CE,2019,DAA:8,DSA|CN|COA
Ira P_1344,650,ME,2016,CN:6|TOC:6,OS
Aarav K_1345,KDB69,DS,2024,DSA:8|TOC:8|DBMS:8,DBMS|CN
Rian R_1346,574,ME,2024,DBMS:10|DSA:10|SE:9,DBMS|OS
Navya P_1347,GLC69,ME,2021,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Krishna K_1348,231,DS,2023,TOC:8|OOPS:7,AI|OS
Rian A_1349,MRC72,CE,2020,DSA:7,DSA|ML|DBMS
Reyansh S_1350,AJQ25,ECE,2022,AI:6,COA|ML|DSA
Krishna R_1351,560,CE,2022,OS:5,ML|DSA
Aditya P_1352,412,ME,2019,SE:9,DBMS|DSA
Angel P_1353,874,EE,2023,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Kabir P_1354,UOE14,CSE,2021,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Aarav K_1355,KDB69,DS,2022,DSA:8|TOC:8|DBMS:8,DBMS|CN
Rian A_1356,MRC72,CE,2024,DSA:7,DSA|ML|DBMS
Aditya P_1357,412,ME,2023,SE:9,DBMS|DSA
Krishna R_1358,560,CE,2025,OS:5,ML|DSA
Pari R_1359,267,DS,2027,COA:9|CN:7,DBMS|DSA
Kabir P_1360,UOE14,CSE,2026,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Shaurya A_1361,667,ME,2022,OOPS:8,OS|CN|ML
Kabir P_1362,UOE14,CSE,2023,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Sai R_1363,VRP70,CE,2022,DAA:5|OS:9,DBMS|OS|AI
Aarohi T_1364,ICG22,CSE,2019,OOPS:7|AI:7,DSA|OS
Riya T_1365,692,ECE,2023,DBMS:6|OOPS:5,DSA|AI
Pari R_1366,267,DS,2024,COA:9|CN:7,DBMS|DSA
Shaurya A_1367,667,ME,2018,OOPS:8,OS|CN|ML
Reyansh S_1368,AJQ25,ECE,2021,AI:6,COA|ML|DSA
Myra K_1369,TNZ13,DS,2023,COA:7|OS:8,AI
Ananya T_1370,374,CSE,2016,CN:7,ML
Shaurya A_1371,667,ME,2018,OOPS:8,OS|CN|ML
Reyansh M_1372,900,IT,2019,DAA:5|CN:6|OOPS:6|OS:9,OS
Myra A_1373,249,CE,2021,SE:5|ML:6|COA:10,DBMS|AI|ML
Arya M_1374,XIY73,DS,2026,OS:5|AI:6|CN:5,AI|DBMS|COA
Navya T_1375,584,IT,2027,ML:10|COA:5|DSA:5,DBMS|CN
Sara R_1376,998,IT,2021,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Rian R_1377,574,ME,2019,DBMS:10|DSA:10|SE:9,DBMS|OS
Krishna R_1378,560,CE,2022,OS:5,ML|DSA
Aarav K_1379,DPA73,EE,2025,AI:5|DAA:8,AI|CN|OS
Kabir P_1380,UOE14,CSE,2024,TOC:5|CN:7|COA:7|AI:10,DSA|DBMS|AI
Vihaan K_1381,AZS78,ME,2022,CN:6|COA:10,DBMS|OS
Riya T_1382,692,ECE,2023,DBMS:6|OOPS:5,DSA|AI
Krishna K_1383,231,DS,2026,TOC:8|OOPS:7,AI|OS
Navya A_1384,646,EE,2020,TOC:7,ML|OS
Angel P_1385,874,EE,2023,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Muhammad P_1386,NZR11,CE,2026,CN:5|DSA:7|TOC:7,AI|OS|CN
Atharv P_1387,DWV26,IT,2024,TOC:9,ML
Rian T_1388,ALE69,EE,2024,SE:6|COA:7|DAA:7|ML:6,OS|CN
Sara R_1389,998,IT,2023,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Reyansh M_1390,900,IT,2020,DAA:5|CN:6|OOPS:6|OS:9,OS
Sara R_1391,998,IT,2026,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Arya M_1392,XIY73,DS,2023,OS:5|AI:6|CN:5,AI|DBMS|COA
Navya A_1393,646,EE,2024,TOC:7,ML|OS
Aditya P_1394,412,ME,2019,SE:9,DBMS|DSA
Saanvi A_1395,346,CE,2019,CN:7|SE:5|ML:10,DSA|AI|ML
Ananya M_1396,862,AIML,2022,OS:6|DBMS:7|CN:7,CN
Aditya P_1397,412,ME,2024,SE:9,DBMS|DSA
Shaurya A_1398,667,ME,2018,OOPS:8,OS|CN|ML
Aarohi P_1399,626,EE,2025,OOPS:6,OS
Riya T_1400,692,ECE,2026,DBMS:6|OOPS:5,DSA|AI
Muhammad P_1401,WBP33,ME,2026,TOC:5,AI
Angel P_1402,874,EE,2024,COA:9|DBMS:10|SE:6|OOPS:5,DBMS|DSA|CN
Myra R_1403,LBY37,CE,2020,SE:6|DBMS:5|ML:8|CN:6,COA
Shaurya A_1404,667,ME,2019,OOPS:8,OS|CN|ML
Pari R_1405,267,DS,2023,COA:9|CN:7,DBMS|DSA
Riya T_1406,692,ECE,2022,DBMS:6|OOPS:5,DSA|AI
Aarohi T_1407,ICG22,CSE,2020,OOPS:7|AI:7,DSA|OS
Navya P_1408,GLC69,ME,2020,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aarohi P_1409,626,EE,2026,OOPS:6,OS
Aditya K_1410,841,CE,2019,ML:8|OOPS:8|DAA:9|COA:5,DBMS|OS
Sai R_1411,VRP70,CE,2021,DAA:5|OS:9,DBMS|OS|AI
Vivaan R_1412,LUU29,CSE,2021,OOPS:7|SE:5|COA:5|TOC:7,ML|CN|AI
Saanvi P_1413,247,CE,2023,DAA:8,DSA|CN|COA
Krishna R_1414,560,CE,2026,OS:5,ML|DSA
Rian R_1415,183,CE,2016,COA:8,CN
Rian A_1416,MRC72,CE,2021,DSA:7,DSA|ML|DBMS
Shaurya A_1417,667,ME,2020,OOPS:8,OS|CN|ML
Reyansh K_1418,FMA79,CSE,2023,COA:7|OS:8,OS
Reyansh S_1419,AJQ25,ECE,2023,AI:6,COA|ML|DSA
Rian R_1420,183,CE,2018,COA:8,CN
Riya T_1421,692,ECE,2024,DBMS:6|OOPS:5,DSA|AI
Pari R_1422,267,DS,2022,COA:9|CN:7,DBMS|DSA
Aarohi P_1423,626,EE,2023,OOPS:6,OS
Sara R_1424,998,IT,2023,DBMS:10|DAA:7|CN:10|OS:7,AI|DSA|CN
Navya S_1425,870,DS,2016,DBMS:5|COA:10|CN:5|DSA:10,OS|COA
Reyansh M_1426,900,IT,2019,DAA:5|CN:6|OOPS:6|OS:9,OS
Aarav K_1427,KDB69,DS,2024,DSA:8|TOC:8|DBMS:8,DBMS|CN
Muhammad P_1428,NZR11,CE,2024,CN:5|DSA:7|TOC:7,AI|OS|CN
Krishna R_1429,560,CE,2026,OS:5,ML|DSA
Atharv P_1430,DWV26,IT,2024,TOC:9,ML
Sai S_1431,FVB35,ECE,2017,DSA:10|ML:8,CN
Arya M_1432,XIY73,DS,2022,OS:5|AI:6|CN:5,AI|DBMS|COA
Navya M_1433,917,EE,2023,DBMS:7|AI:7,ML
Aarav T_1434,TXU38,EE,2022,DAA:5|DSA:10,DSA
Atharv P_1435,DWV26,IT,2022,TOC:9,ML
Atharv M_1436,JQR11,DS,2017,DAA:7|CN:7|DBMS:8,COA|AI|OS
Aadhya S_1437,HHS63,CSE,2022,CN:8,DBMS|OS
Myra K_1438,TNZ13,DS,2020,COA:7|OS:8,AI
Sai R_1439,VRP70,CE,2021,DAA:5|OS:9,DBMS|OS|AI
Rian R_1440,574,ME,2019,DBMS:10|DSA:10|SE:9,DBMS|OS
Ananya A_1441,GCJ17,EE,2022,ML:10|CN:5|OOPS:9|DAA:5,AI|DSA|ML
Navya P_1442,GLC69,ME,2021,DAA:10|DBMS:8|OOPS:8|OS:8,AI|CN
Aarav K_1443,DPA73,EE,2020,AI:5|DAA:8,AI|CN|OS
Aditya P_1444,412,ME,2021,SE:9,DBMS|DSA
Aarohi P_1445,626,EE,2025,OOPS:6,OS
Sai S_1446,FVB35,ECE,2017,DSA:10|ML:8,CN
Muhammad P_1447,WBP33,ME,2026,TOC:5,AI
Rian R_1448,183,CE,2019,COA:8,CN
Rian R_1449,574,ME,2023,DBMS:10|DSA:10|SE:9,DBMS|OS
Myra R_1450,LBY37,CE,2019,SE:6|DBMS:5|ML:8|CN:6,COA
Saanvi P_1451,247,CE,2024,DAA:8,DSA|CN|COA
Rian R_1452,183,CE,2019,COA:8,CN
